popularity,budget,revenue,title,cast,director,keywords,runtime,genres,production_companies,month,vote_count,vote_average,year
0.669045,6000000,0,Cabaret,Liza Minnelli|Michael York|Helmut Griem|Joel Grey|Fritz Wepper,Bob Fosse,berlin|sex|entertainer|cabaret|gramophone,124,Drama|Music|Romance,ABC Pictures|Bavaria Film|Allied Artists Pictures,2,76,6.9,1972
0.599109,3500000,12600000,Frenzy,Jon Finch|Alec McCowen|Barry Foster|Billie Whitelaw|Anna Massey,Alfred Hitchcock,london|rape|police|suspense|serial killer,116,Crime|Drama|Mystery|Thriller,Universal Pictures,5,58,6.9,1972
0.476664,0,6330000,Joe Kidd,Clint Eastwood|Robert Duvall|John Saxon|Don Stroud|Stella Garcia,John Sturges,pistol|violence|mexican|gun violence|cowboy shirt,88,Western,Universal Pictures|Malpaso Productions,7,25,6.2,1972
0.4502640000000001,1000000,0,Silent Running,Bruce Dern|Cliff Potts|Ron Rifkin|Jesse Vint|Steven Brown,Douglas Trumbull,space marine|sunlight|plants|space travel|saturn,89,Adventure|Drama|Science Fiction,Universal Pictures|Trumbull/Gruskoff Productions,3,69,6.1,1972
0.432033,3200000,0,Slaughterhouse-Five,Michael Sacks|Ron Leibman|Eugene Roche|Sharon Gans|Valerie Perrine,George Roy Hill,future|dresden|pilgrim|alien|optometrist,104,Comedy|Drama|Fantasy|Science Fiction,Vanadas Productions,3,17,6.0,1972
0.412913,12000,6000000,Pink Flamingos,Divine|David Lochary|Mary Vivian Pearce|Mink Stole|Danny Mills,John Waters,gay|trailer park|pop culture|drug dealer|heroin,93,Comedy,Dreamland Productions,3,51,6.3,1972
0.400301,2000000,18016290,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Woody Allen|John Carradine|Lou Jacobi|Louise Lasser|Anthony Quayle,Woody Allen,transsexuality|perversity|sperm|orgasm|sodomy,88,Comedy,United Artists,8,93,6.5,1972
0.384557,300000,0,Horror Express,Christopher Lee|Peter Cushing|Telly Savalas|Alberto de Mendoza|Silvia Tortosa,Eugenio MartÃ­n,monk|monster|expedition|russia|cossack,90,Horror,Granada Films|Benmar Productions,9,19,6.6,1972
0.384193,90000,0,The Last House on the Left,Sandra Peabody|Lucy Grantham|David Hess|Fred J. Lincoln|Jeramie Rain,Wes Craven,rape|gun|birthday|concert|death of a child,84,Horror|Thriller,Lobster Enterprises|Sean S. Cunningham Films|The Night Co.,1,46,6.1,1972
0.52835,0,0,"What's Up, Doc?",Barbra Streisand|Ryan O'Neal|Madeline Kahn|Kenneth Mars|Austin Pendleton,Peter Bogdanovich,san francisco|chaos,94,Comedy|Romance,Saticoy Productions|Warner Bros.,3,28,7.3,1972
0.36795,0,0,Jeremiah Johnson,Robert Redford|Will Geer|Delle Bolton|Josh Albee|Joaquin Martinez,Sydney Pollack,loss of son|rocky mountains|cabin|survival|snow,108,Action|Drama|Western,Warner Bros.|Sanford Productions (III),9,45,7.0,1972
0.338541,0,0,Chato's Land,Charles Bronson|Jack Palance|James Whitmore|Simon Oakland|Ralph Waite,Michael Winner,rape|posse|dead horse|canteen|carcass,110,Action|Adventure|Western,Scimitar Films,1,15,6.6,1972
0.321141,5000000,84563118,The Poseidon Adventure,Gene Hackman|Ernest Borgnine|Red Buttons|Carol Lynley|Roddy McDowall,Ronald Neame|Irwin Allen,life and death|prostitute|new year's eve|sea|brother sister relationship,117,Action|Adventure,Twentieth Century Fox Film Corporation|Kent Productions,12,144,7.7,1972
0.29180700000000004,0,0,The Mechanic,Charles Bronson|Jan-Michael Vincent|Jill Ireland|Tak Kubota|Keenan Wynn,Michael Winner,map|hitman|professional hit|lock pick|exploding motorcycle,100,Action|Crime|Thriller,Chartoff-Winkler Productions|Carlino Productions,10,26,6.5,1972
0.269252,0,0,Sleuth,Laurence Olivier|Michael Caine|Alec Cawthorne|John Matthews|Eve Channing,Joseph L. Mankiewicz,upper class|robbery|infidelity|rival in love|author,138,Thriller|Mystery,Palomar Pictures,12,59,7.1,1972
0.265891,0,7500000,The Cowboys,John Wayne|Roscoe Lee Browne|Bruce Dern|Colleen Dewhurst|Alfred Barker Jr.,Mark Rydell,boy|beef|cattle drive|rancher|cattle,131,Action|Adventure|Drama|Western,Warner Bros.,1,30,6.6,1972
0.26058400000000004,3352254,58831997,The Getaway,Steve McQueen|Ali MacGraw|Ben Johnson|Al Lettieri|Sally Struthers,Sam Peckinpah,on the run,118,Action|Crime|Thriller,First Artists,12,42,7.2,1972
0.234241,0,0,"Now You See Him, Now You Don't",Kurt Russell|Cesar Romero|Joe Flynn|Jim Backus|William Windom,Robert Butler,robbery|invention|college|student|invisible,88,Comedy|Family,Walt Disney Productions,7,17,7.6,1972
0.248258,0,0,Tales from the Crypt,Joan Collins|Peter Cushing|Roy Dotrice|Richard Greene|Ian Hendry,Freddie Francis,santa claus|anthology film|crypt keeper|monkeys paw|jingle bells,92,Horror,Amicus Productions|Metromedia Producers Corporation,3,19,8.0,1972
0.170549,0,0,"Play It Again, Sam",Woody Allen|Diane Keaton|Tony Roberts|Jerry Lacy|Susan Anspach,Herbert Ross,date|hallucination|idol|advice|make a match,85,Comedy|Drama|Romance,Paramount Pictures,5,50,7.2,1972
0.230608,600000,0,Boxcar Bertha,Barbara Hershey|David Carradine|Barry Primus|Bernie Casey|John Carradine,Martin Scorsese,depression|labor organizer,92,Crime|Drama|Romance|Thriller,American International Pictures (AIP),6,13,5.8,1972
0.513571,0,0,Avanti!,Jack Lemmon|Juliet Mills|Clive Revill|Edward Andrews|Gianfranco Barra,Billy Wilder,italy|loss of mother|loss of father|island,140,Comedy|Drama|Romance,The Mirisch Corporation,12,17,6.5,1972
0.198304,850000,0,Fritz the Cat,Skip Hinnant|Rosetta LeNoire|John McCurry|Phil Seuling,Ralph Bakshi,new york|male nudity|neo-nazi|sex|cat,78,Animation|Comedy|Drama,Film Roman|Starz Media|Anchor Bay Films,4,19,6.3,1972
0.186995,0,0,The Candidate,Robert Redford|Peter Boyle|Melvyn Douglas|Don Porter|Allen Garfield,Michael Ritchie,politics,110,Comedy|Drama,Warner Bros.|Redford-Ritchie Productions,8,14,6.7,1972
0.236771,0,0,Across 110th Street,Anthony Quinn|Yaphet Kotto|Anthony Franciosa|Antonio Fargas|Gloria Hendry,Barry Shear,suspense|blaxploitation,102,Action|Crime|Drama|Thriller,Film Guarantors,12,12,5.9,1972
0.130781,0,0,The Life and Times of Judge Roy Bean,Paul Newman|Jacqueline Bisset|Ned Beatty|Anthony Perkins|Victoria Principal,John Huston,judge|outlaw|lawyer,120,Action|Comedy|Western,First Artists|National General Pictures,12,11,6.0,1972
0.095011,0,0,The Other,Uta Hagen|Diana Muldaur|Chris Udvarnoky|Martin Udvarnoky|Norma Connolly,Robert Mulligan,twin brothers,108,Drama|Horror|Mystery,Twentieth Century Fox Film Corporation|Benchmark|Rem,5,10,5.3,1972
0.200809,0,0,Asylum,Peter Cushing|Patrick Magee|Herbert Lom|Britt Ekland|Barry Morse,Roy Ward Baker,asylum|insane asylum|psychiatrist|anthology film|mental asylum,88,Horror|Thriller|Mystery,Amicus Productions,11,11,5.7,1972
0.091922,500000,0,Blacula,William Marshall|Vonetta McGee|Denise Nicholas|Thalmus Rasulala|Gordon Pinsent,William Crain,vampire|blaxploitation|campy,93,Horror|Thriller,American International Pictures (AIP)|Power Productions,8,16,6.1,1972
0.069248,0,0,Carry On Matron,Sid James|Kenneth Williams|Charles Hawtrey|Joan Sims|Hattie Jacques,Gerald Thomas,1970s|gang of thieves|comedy|carry on|hospital,87,Comedy,The Rank Organisation,5,10,5.8,1972
0.058828,0,0,Night of the Lepus,Stuart Whitman|Janet Leigh|Rory Calhoun|DeForest Kelley|Paul Fix,William F. Claxton,rabbit|dead family|giant animal|mutant animal|pantyhose,88,Horror|Science Fiction,A.C. Lyles Productions,10,10,5.7,1972
0.037191,75000,0,Dr. Phibes Rises Again,Vincent Price|Robert Quarry|Peter Cushing|Beryl Reid|Valli Kemp,Robert Fuest,egypt|organ|immortality|sequel|murder,89,Comedy|Horror,American International Pictures (AIP),7,15,6.2,1972
0.024345,0,0,Fat City,Stacy Keach|Jeff Bridges|Susan Tyrrell|Candy Clark|Nicholas Colasanto,John Huston,transporter|boxer|boxing match|sport|gritty,100,Drama,Columbia Pictures Corporation|Rastar Pictures,7,12,5.9,1972
5.488441000000001,18000000,538400000,The Empire Strikes Back,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Irvin Kershner,rebel|asteroid|space battle|snow storm|space colony,124,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,1,3954,8.0,1980
2.432001,19000000,44017374,The Shining,Jack Nicholson|Shelley Duvall|Danny Lloyd|Scatman Crothers|Barry Nelson,Stanley Kubrick,hotel|isolation|hotelier|colorado|maze,144,Horror|Thriller,Warner Bros.|Peregrine,5,1894,7.9,1980
1.636256,3500000,83453539,Airplane!,Robert Hays|Julie Hagerty|Kareem Abdul-Jabbar|Lloyd Bridges|Peter Graves,Jim Abrahams|David Zucker|Jerry Zucker,chicago|alcohol|cataclysm|guitar|medicine,88,Comedy|Romance,Paramount Pictures,7,618,7.0,1980
1.607219,27000000,115229890,The Blues Brothers,Dan Aykroyd|John Belushi|James Brown|Cab Calloway|Ray Charles,John Landis,dancing|prison|chicago|country music|nun,133,Music|Comedy|Action|Crime,Universal Pictures,6,614,7.3,1980
1.392663,4500000,58853106,The Blue Lagoon,Brooke Shields|Christopher Atkins|Leo McKern|William Daniels|Jeffrey Kleiser,Randal Kleiser,sexual identity|shipwreck|lovers|stranded|marooned,104,Romance|Adventure|Drama,Columbia Pictures Corporation,7,172,5.8,1980
1.328578,18000000,23000000,Raging Bull,Robert De Niro|Joe Pesci|Cathy Moriarty|Frank Vincent|Nicholas Colasanto,Martin Scorsese,transporter|jealousy|violent husband|paranoia|violence in family,129,Drama,United Artists,11,437,7.4,1980
1.285924,54000000,108185706,Superman II,Gene Hackman|Christopher Reeve|Ned Beatty|Jackie Cooper|Sarah Douglas,Richard Lester,saving the world|dc comics|sequel|superhero|based on comic book,127,Action|Adventure|Fantasy|Science Fiction,Warner Bros.|Dovemead Films|Film Export A.G.,12,319,6.3,1980
1.24642,550000,59754601,Friday the 13th,Betsy Palmer|Adrienne King|Harry Crosby|Laurie Bartram|Jeannine Taylor,Sean S. Cunningham,drowning|lake|cabin|cult|revenge,95,Horror,Paramount Pictures|Georgetown Productions Inc.|Sean S. Cunningham Films,5,282,6.4,1980
1.06566,0,21202829,Fame,Eddie Barth|Irene Cara|Lee Curreri|Laura Dean|Antonia Franceschi,Alan Parker,dance performance|dance|musical|rival,134,Drama,Metro-Goldwyn-Mayer (MGM),5,37,5.8,1980
0.915548,35000000,27107960,Flash Gordon,Sam J. Jones|Melody Anderson|Max von Sydow|Chaim Topol|Ornella Muti,Mike Hodges,emperor|solar eclipse|prince|tv duel|fighter,111,Science Fiction,Dino De Laurentiis Company|Starling Films,9,94,5.8,1980
0.8148569999999989,5000000,26010864,The Elephant Man,Anthony Hopkins|John Hurt|Anne Bancroft|John Gielgud|Wendy Hiller,David Lynch,exploitation|biography|hospital|curiosity|sideshow,124,Drama|History,Brooksfilms,10,329,7.6,1980
0.764524,0,41675194,Cheech & Chong's Next Movie,Cheech Marin|Tommy Chong|Evelyn Guerrero|Betty Kennedy|Paul Reubens,Tommy Chong,comedy|marijuana,99,Action|Adventure|Comedy,Universal Pictures,7,23,6.3,1980
0.76363,0,66132626,Smokey and the Bandit II,Burt Reynolds|Jackie Gleason|Jerry Reed|Dom DeLuise|Paul Williams,Hal Needham,elephant|prosecution|transportation|road|girlfriend,100,Action|Comedy,Universal Pictures,8,41,5.0,1980
0.7075819999999989,0,0,Private Benjamin,Goldie Hawn|Eileen Brennan|Armand Assante|Robert Webber|Mary Kay Place,Howard Zieff,paris|role of women,109,Comedy,Warner Bros.,10,40,6.2,1980
0.681446,0,0,The Gods Must Be Crazy,N!xau|Michael Thys|Marius Weyers|Sandra Prinsloo|Louw Verwey,Jamie Uys,africa|airplane|present|bottle|botswana,109,Action|Comedy,CAT Films|Mimosa Films,9,128,7.2,1980
0.659181999999999,1000000,21378361,The Fog,Adrienne Barbeau|Jamie Lee Curtis|Janet Leigh|John Houseman|Tom Atkins,John Carpenter,prophecy|sea|beach|gold|small town,89,Horror,AVCO Embassy Pictures|EDI|Debra Hill Productions,2,128,6.2,1980
0.646440999999999,0,0,Little Lord Fauntleroy,Ricky Schroder|Alec Guinness|Connie Booth|Eric Porter|Colin Blakely,Jack Gold,remake|lord,103,TV Movie|Family|Drama,Norman Rosemont Productions,11,30,6.5,1980
0.642289999999999,6000000,39846344,Caddyshack,Chevy Chase|Rodney Dangerfield|Ted Knight|Michael O'Keefe|Bill Murray,Harold Ramis,golf|underwear|sport|golf course|gopher,98,Comedy,Orion Pictures,7,192,6.5,1980
0.5901270000000001,6500000,31899000,Dressed to Kill,Michael Caine|Angie Dickinson|Nancy Allen|Keith Gordon|Dennis Franz,Brian De Palma,transvestism|taxi|prostitute|subway|shower,105,Horror|Mystery|Thriller,Filmways Pictures|Cinema 77 Films,6,60,6.7,1980
0.580747999999999,8000000,11715321,Used Cars,Kurt Russell|Jack Warden|Frank McRae|Gerrit Graham|Deborah Harmon,Robert Zemeckis,senate|fight|salesman|theft|car,113,Action|Comedy,Columbia Pictures Corporation,7,26,5.8,1980
0.521927,3000000,0,Inferno,Leigh McCloskey|Irene Miracle|Alida Valli|Daria Nicolodi|Gabriele Lavia,Dario Argento,witch,107,Horror|Thriller,Produzioni Intersound,2,48,6.2,1980
0.427457,0,101300000,Stir Crazy,Gene Wilder|Richard Pryor|Georg Stanford Brown|JoBeth Williams|Miguel Ãngel SuÃ¡rez,Sidney Poitier,escape from prison|mistaken identity|fish out of water|wrongful imprisonment,111,Comedy,Columbia Pictures Corporation,12,59,6.7,1980
0.422847,0,0,Bronco Billy,Clint Eastwood|Sondra Locke|Geoffrey Lewis|Scatman Crothers|Bill McKinney,Clint Eastwood,love|cowboys|wild west show,116,Action|Comedy|Drama|Romance|Western,Warner Bros. Pictures,6,16,4.9,1980
0.41895,44000000,3484331,Heaven's Gate,Kris Kristofferson|Christopher Walken|John Hurt|Isabelle Huppert|Sam Waterston,Michael Cimino,montana|showdown|brothel|marshal|dance,219,Action|Drama|History|Western,United Artists,11,18,6.0,1980
0.416288,3500000,0,Terror Train,Jamie Lee Curtis|Ben Johnson|Hart Bochner|David Copperfield|Derek McKinnon,Roger Spottiswoode,female nudity|magic|nudity|mask|college,97,Horror|Thriller,Sandy Howard Productions|Astral Bellevue PathÃ©|Triple T Productions,10,19,5.4,1980
0.413142,0,16647800,The Final Countdown,Kirk Douglas|Martin Sheen|Katharine Ross|James Farentino|Ron O'Neal,Don Taylor,world war ii|pearl harbor|airplane|time travel,103,Action|Science Fiction,The Bryna Company,1,51,5.7,1980
0.404642,0,0,Permanent Vacation,Chris Parker|Leila Gastil|Sara Driver|Charlie Spademan|Jane Fire,Jim Jarmusch,independent film,75,Drama,Cinesthesia Productions,1,10,6.2,1980
0.5458430000000001,5100000,0,Somewhere in Time,Christopher Reeve|Jane Seymour|Christopher Plummer|Teresa Wright|Bill Erwin,Jeannot Szwarc,time travel|playwright|1910s,103,Science Fiction|Drama|Fantasy|Romance,Rastar Pictures,10,44,6.5,1980
0.202265,20000000,0,Popeye,Robin Williams|Shelley Duvall|Ray Walston|Paul Dooley|Richard Libertini,Robert Altman,baby|blackmail|supernatural powers|based on cartoon|sailor,114,Action|Adventure|Comedy|Family|Music,Paramount Pictures|Walt Disney Productions,12,75,5.4,1980
0.39019,0,0,Herbie Goes Bananas,"Cloris Leachman|Charles Martin Smith|Stephen W. Burns|Elyssa Davalos|Joaquin Garay, III",Vincent McEveety,counterfeiting ring|the love bug,110,Fantasy|Comedy|Family|Adventure,Walt Disney Productions,6,29,5.9,1980
0.450726,0,70687344,Any Which Way You Can,Clint Eastwood|Sondra Locke|Geoffrey Lewis|Harry Guardino|Ruth Gordon,Buddy Van Horn,bare knuckle boxing|fight|mafia|motorcycle|motorcycle gang,115,Action|Adventure|Comedy,Warner Bros.|Malpaso Company,12,43,5.9,1980
0.3748,0,0,The Long Good Friday,Bob Hoskins|Helen Mirren|Paul Freeman|Dave King|Bryan Marshall,John Mackenzie,thriller|bombing,114,Drama|Action|Thriller|Crime|Foreign,British Lion Film Corporation|HandMade Films|Calendar Productions,11,36,7.1,1980
0.359586,0,0,The Dogs of War,Christopher Walken|Tom Berenger|Winston Ntshona|JoBeth Williams|Alan Beckwith,John Irvin,africa|revolution|mercenary|battlefield|guerilla warfare,118,Adventure|Action|Thriller|Foreign,Juniper Films,12,16,5.0,1980
0.341183,15000000,19853892,Altered States,William Hurt|Blair Brown|Bob Balaban|Charles Haid|Thaao Penghlis,Ken Russell,male nudity|female nudity|based on novel|subconsciousness|nudity,102,Mystery|Drama|Fantasy|Science Fiction|Thriller,Warner Bros.,12,57,6.0,1980
0.31963600000000003,0,0,Urban Cowboy,John Travolta|Debra Winger|Scott Glenn|Madolyn Smith Osborne|Barry Corbin,James Bridges,country music|texas|contest|cowboy boots,132,Western|Drama,Paramount Pictures,6,23,6.5,1980
0.314225,0,0,The Exterminator,Christopher George|Samantha Eggar|Robert Ginty|Steve James|Tony DiBenedetto,James Glickenhaus,new york|rape|vietnam|weapon|vigilante,101,Action|Thriller|Crime|Drama,AVCO Embassy Pictures|Interstar,9,16,5.8,1980
0.299527,0,11000000,The Mirror Crack'd,Angela Lansbury|Geraldine Chaplin|Tony Curtis|Edward Fox|Rock Hudson,Guy Hamilton,detective|death|agatha christie|movie star,105,Crime|Thriller|Mystery,G.W. Films|EMI Films,9,18,5.9,1980
0.28902,0,7206220,The Big Red One,Lee Marvin|Mark Hamill|Robert Carradine|Bobby Di Cicco|Kelly Ward,Samuel Fuller,africa|sicily|concentration camp|omaha beach|d-day,113,Drama|War,Lorimar Productions,5,34,6.4,1980
0.283507,4800000,22743674,American Gigolo,Richard Gere|Lauren Hutton|Judith Ransdell|HÃ©ctor Elizondo|K Callan,Paul Schrader,suspicion of murder|gigolo|callboy,117,Thriller|Drama|Crime|Romance,Paramount Pictures,2,53,5.8,1980
0.266091,0,0,Cruising,Al Pacino|Karen Allen|Paul Sorvino|Richard Cox|Don Scardino,William Friedkin,gay|detective|gay scene|undercover|police,102,Action|Drama|Mystery|Thriller,Lorimar Film Entertainment|CiP - Europaische Treuhand AG,9,36,5.7,1980
0.26295,1500000,0,Alligator,Robert Forster|Robin Riker|Michael V. Gazzo|Dean Jagger|Sydney Lassick,Lewis Teague,hunter|mutation|alligator|underwear|toxic waste,91,Horror|Science Fiction|Thriller,Alligator Inc,7,17,5.1,1980
0.257935,0,0,Nine to Five,Jane Fonda|Lily Tomlin|Dolly Parton|Dabney Coleman|Sterling Hayden,Colin Higgins,office worker,110,Comedy,20th Century Fox|IPC Films,12,40,6.4,1980
0.248142,7200000,12729678,Atlantic City,Burt Lancaster|Susan Sarandon|Kate Reid|Michel Piccoli|Hollis McLaren,Louis Malle,female nudity|stabbed to death|atlantic city|mobster|gangster,104,Crime|Drama|Romance,Paramount Pictures|Canadian Film Development Corporation (CFDC)|Famous Players Limited|Selta Films|International Cinema Corporation (ICC),9,24,6.6,1980
0.225188,6000000,0,Ordinary People,Donald Sutherland|Mary Tyler Moore|Judd Hirsch|Timothy Hutton|M. Emmet Walsh,Robert Redford,post traumatic stress  disorder|depression|suicide attempt|grief|dysfunctional family,124,Drama,Paramount Pictures|Wildwood Enterprises,9,54,6.8,1980
0.247924,10000000,10389003,Stardust Memories,Woody Allen|Charlotte Rampling|Jessica Harper|Marie-Christine Barrault|Tony Roberts,Woody Allen,weekend|violinist|filmmaking|film industry,89,Comedy|Drama|Romance,United Artists|Rollins-Joffe Productions,9,41,6.3,1980
0.210879,0,0,Tom Horn,Steve McQueen|Linda Evans|Richard Farnsworth|Billy Green Bush|Slim Pickens,William Wiard,hero|ranch|shootout|trial|one man army,94,Action|Drama|Western,Solar Productions|First Artists|Warner Bros.,3,11,5.2,1980
0.210665,0,22482952,My Bodyguard,Chris Makepeace|Adam Baldwin|Matt Dillon|Martin Mull|Ruth Gordon,Tony Bill,bully,96,Drama|Family,20th Century Fox,7,14,5.9,1980
0.205099,0,0,Bad Timing,Art Garfunkel|Theresa Russell|Harvey Keitel|Denholm Elliott|Daniel Massey,Nicolas Roeg,obsession|overdose|inspector|love|psychiatrist,123,Drama|Mystery|Thriller,The Rank Organisation|Recorded Picture Company (RPC),3,14,5.8,1980
0.323615,0,0,Saturn 3,Farrah Fawcett|Kirk Douglas|Harvey Keitel|Roy Dotrice|Ed Bishop,Stanley Donen,male nudity|female nudity|moon|chess|tattoo,88,Science Fiction|Thriller,ITC Entertainment|Transcontinental Film Productions (London),2,29,4.9,1980
0.201964,0,0,Shogun Assassin,TomisaburÅ Wakayama|Akihiro Tomikawa|Kayo Matsuo|Minoru Oki|Akiji Kobayashi,Robert Houston,revenge|ninjas|female ninja|shogun,85,Adventure|Action,Toho Company|Baby Cart|Katsu Production Co. Ltd.,11,17,6.8,1980
0.192608,1000000,14796236,Prom Night,Leslie Nielsen|Jamie Lee Curtis|Casey Stevens|Anne-Marie Martin|Antoinette Bower,Paul Lynch,dancing|female nudity|sex|dance|nudity,92,Horror|Mystery|Thriller,Guardian Trust Company|Simcom Limited|Prom Night Productions,7,39,6.4,1980
0.17666700000000002,0,0,Breaker Morant,Edward Woodward|Jack Thompson|John Waters|Bryan Brown|Terence Donovan,Bruce Beresford,war crimes|writing|mythology|australian|south africa,107,Drama|History|War,7 Network|Pact Productions|The Australian Film Commission,5,14,5.9,1980
0.156245,0,37121708,Brubaker,Robert Redford|Yaphet Kotto|Jane Alexander|Morgan Freeman|Murray Hamilton,Stuart Rosenberg,prison|liberation of prisoners|prison warden|abuse|prison farm,125,Crime|Drama,Twentieth Century Fox Film Corporation,6,36,6.9,1980
0.155584,0,0,The Ninth Configuration,Stacy Keach|Scott Wilson|Ed Flanders|Neville Brand|George DiCenzo,William Peter Blatty,insane asylum|supernatural|suspense|psychosis|combat fatigue,118,Comedy|Drama|Horror|Thriller,Ninth Configuration,2,12,6.3,1980
0.074325,2000000,11000000,Battle Beyond the Stars,Richard Thomas|Robert Vaughn|John Saxon|George Peppard|Darlanne Fluegel,Jimmy T. Murakami,clone|hitman|outer space|robot|explosion,104,Science Fiction,New World Pictures,9,12,6.0,1980
0.14513099999999898,0,0,Seems Like Old Times,Chevy Chase|Goldie Hawn|Charles Grodin|Robert Guillaume|Harold Gould,Jay Sandrich,california|bank robber,100,Comedy|Romance,Columbia Pictures Corporation,12,18,5.9,1980
0.113611,0,0,Coal Miner's Daughter,Sissy Spacek|Tommy Lee Jones|Levon Helm|Beverly D'Angelo|William Sanderson,Michael Apted,country music|female friendship|biography|loretta lynn|washington state,125,Drama|Music,Universal Pictures,3,21,7.1,1980
0.130304,20000000,22471595,Xanadu,Olivia Newton-John|Gene Kelly|Michael Beck|James Sloyan|Katie Hanley,Robert Greenwald,musical|roller-skating|camp|disco|greek god,96,Fantasy|Music|Romance,Universal Pictures,8,30,5.3,1980
0.128234,10000000,15795189,The Long Riders,David Carradine|Keith Carradine|Robert Carradine|James Keach|Stacy Keach,Walter Hill,brother brother relationship|jesse james|cole younger,99,Western|History,United Artists,5,17,6.0,1980
0.118342,350000,0,Maniac,Joe Spinell|Caroline Munro|Abigail Clayton|Kelly Piper|Rita Montone,William Lustig,shotgun|mannequin|sadism|gore|cult favorite,87,Horror,Magnum Motion Pictures Inc..,12,29,5.7,1980
0.113677,0,0,Humanoids from the Deep,Doug McClure|Ann Turkel|Vic Morrow|Cindy Weintraub|Anthony Pena,Barbara Peeters,female nudity|rape|boat|mass murder|mutation,80,Horror|Science Fiction,New World Pictures,5,11,6.3,1980
0.103925,0,5000000,The Watcher in the Woods,Bette Davis|Lynn-Holly Johnson|Kyle Richards|Carroll Baker|David McCallum,John Hough,country house|solar eclipse|haunted house|past,83,Fantasy|Horror|Thriller|Science Fiction|Mystery,Walt Disney Pictures,4,25,6.3,1980
0.100189,0,0,The Hunter,Steve McQueen|Eli Wallach|Kathryn Harrold|LeVar Burton|Ben Johnson,Buzz Kulik,bounty hunter,93,Action|Drama|Thriller,Paramount Pictures|Rastar Pictures,8,13,6.2,1980
0.097584,0,6659377,Where the Buffalo Roam,Bill Murray|Peter Boyle|Bruno Kirby|Rene Auberjonois|R. G. Armstrong,Art Linson,historical figure|writer,96,Action|Adventure|Comedy|Drama,Universal Pictures,4,21,5.5,1980
0.091896,0,0,Death Ship,George Kennedy|Richard Crenna|Nick Mancuso|Sally Ann Howes|Kate Reid,Alvin Rakoff,ocean|shipwreck|nazis|ship|ghost ship,91,Adventure|Horror|Mystery|Thriller,Lamitas|Astral Bellevue PathÃ©|Bloodstar Productions,3,11,5.7,1980
0.090285,0,18971000,The Octagon,Chuck Norris|Karen Carlson|Lee Van Cleef|Art Hindle|Carol Bagdasarian,Eric Karson,ninjas,104,Adventure|Action|Thriller,American Cinema Productions,8,11,3.6,1980
0.088759,0,4400000,Foxes,Jodie Foster|Cherie Currie|Scott Baio|Marilyn Kagan|Kandice Stroh,Adrian Lyne,alcohol|sex|hollywood|prostitution|drug,106,Drama|Thriller,Casablanca Filmworks,2,10,5.4,1980
0.133052,0,12000000,The Changeling,George C. Scott|Trish Van Devere|Melvyn Douglas|Jean Marsh|John Colicos,Peter Medak,industrialist|wheelchair|bodyguard|hallucination|suspense,107,Horror|Thriller,Chessman Park Productions|Carolco Pictures,3,46,6.3,1980
0.0826,0,0,The Awakening,Charlton Heston|Susannah York|Jill Townsend|Stephanie Zimbalist|Patrick Drury,Mike Newell,egypt|suspense|curse|spirit|archaeologist,105,Horror,Orion Pictures|EMI Films Ltd.,7,13,6.0,1980
0.307691,0,4059673,Gloria,Gena Rowlands|Julie Carmen|John Adames|Buck Henry|Lupe Garnica,John Cassavetes,neighbor|mobster|gangster|new york city,123,Drama|Action|Thriller|Crime,Columbia Pictures,10,13,6.7,1980
0.03468,0,0,The Stunt Man,Peter O'Toole|Steve Railsback|Barbara Hershey|Allen Garfield|Alex Rocco,Richard Rush,stuntman,131,Action|Comedy|Drama|Thriller,Twentieth Century Fox Film Corporation|Simon Productions,6,14,6.5,1980
0.031133,3000000,0,Motel Hell,Rory Calhoun|Paul Linke|Nancy Parsons|Nina Axelrod|Wolfman Jack,Kevin Connor,gore|slasher|b horror|sunshine coast,102,Comedy|Horror,Camp Hill,8,24,5.9,1980
4.965391,300000000,961000000,Pirates of the Caribbean: At World's End,Johnny Depp|Orlando Bloom|Keira Knightley|Geoffrey Rush|Bill Nighy,Gore Verbinski,ocean|drug abuse|exotic island|east india trading company|love of one's life,169,Adventure|Fantasy|Action,Walt Disney Pictures|Jerry Bruckheimer Films|Second Mate Productions,5,2626,6.8,2007
4.8781620000000006,150000000,938212738,Harry Potter and the Order of the Phoenix,Daniel Radcliffe|Rupert Grint|Emma Watson|Michael Gambon|Ralph Fiennes,David Yates,prophecy|witch|loss of lover|cutting the cord|child hero,138,Adventure|Fantasy|Family|Mystery,Cool Music|Warner Bros.|Heyday Films|Harry Potter Publishing Rights,6,3382,7.2,2007
2.764535,150000000,623722818,Ratatouille,Patton Oswalt|Ian Holm|Lou Romano|Brian Dennehy|Peter Sohn,Brad Bird|Jan Pinkava,paris|brother brother relationship|expensive restaurant|river|cook,111,Animation|Comedy|Family|Fantasy,Walt Disney Pictures|Pixar Animation Studios,6,2434,7.3,2007
